id1,id2,voice_out,voice_out_dur,voice_in,voice_in_dur,sme_out,sme_in,weekd_day_off,weekd_day_on,weekd_nig_off,weekd_nig_on,weeke_day_off,weeke_day_on,weeke_nig_off,weeke_nig_on,class
53,13,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0
53,15,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0
53,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53,20,0,0,0,0,0,0,12,7,0,1,0,0,2,0,0
53,23,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0
53,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,32,0,0,0,0,0,0,30,11,2,1,0,0,0,0,0
53,49,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
53,50,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
53,56,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
53,57,0,0,0,0,0,0,22,3,1,0,0,0,0,0,0
53,64,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
53,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,79,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53,89,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
53,90,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0
53,91,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
56,2,0,0,0,0,0,0,4,15,0,2,0,0,0,0,0
56,3,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0
56,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
56,6,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0
56,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,10,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0
56,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,15,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
56,19,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
56,20,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0
56,21,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0
56,23,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
56,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,32,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
56,49,0,0,0,0,0,0,85,11,0,0,0,0,0,0,0
56,50,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
56,53,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
56,57,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
56,64,0,0,0,0,0,0,12,9,0,0,0,0,0,0,0
56,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,78,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
56,79,0,0,0,0,0,0,92,24,0,0,0,0,0,0,0
56,84,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
56,89,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
56,90,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0
56,91,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0
57,2,0,0,0,0,0,0,5,12,0,1,0,0,0,0,0
57,3,0,0,0,0,0,0,9,5,1,0,2,0,0,0,0
57,4,0,0,0,0,0,0,4,12,0,0,0,0,11,0,0
57,6,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0
57,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
57,10,0,0,0,0,0,0,13,8,1,0,0,0,0,0,0
57,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
57,13,0,0,0,0,0,0,8,48,0,0,0,0,0,0,0
57,19,0,0,0,0,0,0,3,7,0,0,0,0,7,0,0
57,20,0,0,0,0,0,0,83,288,0,51,31,0,12,1,0
57,21,0,0,0,0,0,0,19,52,0,0,0,0,0,1,0
57,23,0,0,0,0,0,0,6,27,0,0,0,0,0,0,0
57,25,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
57,26,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
57,31,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
57,49,0,0,0,0,0,0,4,4,1,0,3,0,0,0,0
57,50,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0
57,53,0,0,0,0,0,0,22,3,1,0,0,0,0,0,0
57,56,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
57,64,0,0,0,0,0,0,5,3,0,0,0,0,18,0,0
57,72,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
57,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,79,0,0,0,0,0,0,2,6,8,0,0,0,2,0,0
57,84,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0
57,89,0,0,0,0,0,0,7,3,0,1,0,0,0,0,0
57,90,0,0,0,0,0,0,13,11,3,0,0,0,0,0,0
57,91,0,0,0,0,0,0,7,5,1,4,0,2,0,1,0
64,2,0,0,0,0,0,0,6,25,0,3,1,0,0,1,0
64,3,0,0,0,0,0,0,58,97,23,3,6,3,3,6,0
64,4,0,0,0,0,0,0,17,18,9,2,4,5,19,0,0
64,6,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0
64,8,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
64,10,0,0,0,0,0,0,10,15,0,4,1,0,0,0,0
64,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,13,0,0,0,0,0,0,2,6,9,0,0,0,0,0,0
64,15,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0
64,19,0,0,0,0,0,0,6,11,8,0,3,2,7,0,0
64,20,0,0,0,0,0,0,4,11,0,0,0,1,0,0,0
64,21,0,0,0,0,0,0,5,13,0,0,0,2,0,0,0
64,23,0,0,0,0,0,0,3,4,0,0,1,0,0,0,0
64,25,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0
64,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,31,0,0,0,0,0,0,23,112,7,0,3,7,31,11,0
64,32,0,0,0,0,0,0,7,10,0,0,4,3,1,2,0
64,50,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0
64,53,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
64,56,0,0,0,0,0,0,12,9,0,0,0,0,0,0,0
64,57,0,0,0,0,0,0,5,3,0,0,0,0,18,0,0
64,72,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
64,78,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0
64,79,0,0,0,0,0,0,47,58,23,17,38,3,2,5,0
64,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,89,0,0,0,0,0,0,7,13,7,2,1,2,0,0,0
64,90,0,0,0,0,0,0,8,6,1,1,2,1,0,1,0
64,91,0,0,0,0,0,0,283,633,6,12,91,19,16,24,0
72,2,0,0,0,0,0,0,6,9,0,2,0,0,0,0,0
72,3,3,125,3,63,0,0,6,36,0,27,10,0,0,0,0
72,4,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0
72,6,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
72,8,0,0,0,0,0,0,51,252,0,0,0,0,0,0,0
72,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
72,13,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0
72,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
72,19,0,0,0,0,0,0,71,245,0,0,0,0,0,0,0
72,20,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
72,21,0,0,0,0,0,0,3,5,2,0,0,0,0,0,0
72,23,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
72,25,0,0,0,0,0,0,291,254,0,0,0,0,0,0,0
72,26,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0
72,31,0,0,0,0,0,0,95,424,0,0,0,0,0,0,0
72,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
72,50,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0
72,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,57,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
72,64,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
72,78,0,0,0,0,0,0,113,344,0,0,0,0,0,0,0
72,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
72,89,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
72,90,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0
72,91,0,0,0,0,0,0,18,61,39,219,15,44,15,70,0
78,2,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0
78,3,0,0,0,0,0,0,9,33,0,0,0,1,0,0,0
78,4,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0
78,6,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0
78,8,0,0,0,0,0,0,19,300,0,0,0,0,0,0,0
78,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
78,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
78,13,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
78,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,19,0,0,0,0,0,0,70,485,0,0,5,28,0,0,0
78,20,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
78,21,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0
78,23,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
78,25,0,0,0,0,0,0,394,571,8,1,38,0,23,0,0
78,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,31,0,0,0,0,0,0,0,516,6,0,1,0,16,0,0
78,32,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
78,49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
78,50,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
78,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
78,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,64,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0
78,72,0,0,0,0,0,0,113,344,0,0,0,0,0,0,0
78,79,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0
78,84,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
78,89,0,0,8,163,0,1,0,2,0,0,0,0,12,0,0
78,90,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
78,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,2,0,0,0,0,0,0,1,22,1,9,0,0,0,1,0
79,3,0,0,0,0,0,0,3,8,1,0,0,0,0,0,0
79,6,0,0,0,0,0,0,9,10,0,2,0,0,0,0,0
79,8,0,0,0,0,0,0,4,5,0,0,0,0,2,0,0
79,10,0,0,0,0,0,0,26,37,0,0,0,0,0,0,0
79,11,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
79,13,0,0,0,0,0,0,0,17,8,0,0,0,0,0,0
79,15,0,0,0,0,0,0,9,14,0,0,0,0,0,0,0
79,19,0,0,0,0,0,0,3,9,8,0,0,0,0,0,0
79,20,0,0,0,0,0,0,4,21,0,5,1,0,0,0,0
79,21,0,0,0,0,0,0,3,14,2,5,0,0,0,0,0
79,23,0,0,0,0,0,0,4,14,0,2,0,0,0,0,0
79,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
79,26,0,0,0,0,0,0,9,6,0,4,0,0,0,0,0
79,31,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0
79,32,0,0,0,0,0,0,9,8,1,5,10,10,0,0,0
79,49,0,0,0,0,0,0,374,178,33,56,57,52,8,27,0
79,50,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
79,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
79,56,0,0,0,0,0,0,92,24,0,0,0,0,0,0,0
79,57,0,0,0,0,0,0,2,6,8,0,0,0,2,0,0
79,64,0,0,0,0,0,0,47,58,23,17,38,3,2,5,0
79,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,78,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0
79,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,89,0,0,2,306,0,0,2,16,13,7,0,0,0,0,0
79,90,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0
79,91,0,0,0,0,0,0,7,19,0,4,2,1,0,0,0
84,2,0,0,0,0,0,0,181,140,0,15,0,24,0,12,0
84,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
84,6,0,0,0,0,0,0,150,48,0,1,0,20,0,15,0
84,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84,10,0,0,0,0,0,0,11,28,0,0,0,0,0,0,0
84,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,13,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0
84,15,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
84,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84,20,0,0,0,0,0,0,188,10,1,0,0,0,0,0,0
84,23,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0
84,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
84,26,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
84,31,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
84,32,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
84,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,50,0,0,0,0,0,0,333,102,0,0,0,0,0,0,0
84,56,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
84,57,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0
84,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
84,78,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
84,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,89,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0
84,90,0,0,0,0,0,0,90,4,0,16,0,12,0,0,0
84,91,0,0,0,0,0,0,19,5,0,0,0,0,0,0,0
89,2,0,0,0,0,0,0,29,108,0,0,0,2,0,0,0
89,3,0,0,0,0,0,0,10,47,9,10,0,2,0,0,0
89,4,0,0,0,0,0,0,291,340,58,65,9,80,0,17,0
89,6,0,0,0,0,0,0,7,123,2,0,0,0,0,0,0
89,8,0,0,0,0,0,0,7,3,0,0,0,2,0,0,0
89,10,0,0,0,0,0,0,19,62,2,0,0,6,0,0,0
89,11,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0
89,13,0,0,0,0,0,0,19,30,21,0,0,0,0,0,0
89,15,0,0,0,0,0,0,1,26,0,0,0,0,0,0,0
89,19,0,0,0,0,0,0,11,15,6,0,0,24,24,0,0
89,20,0,0,0,0,0,0,50,72,6,2,0,4,0,1,0
89,21,0,0,0,0,0,0,33,159,2,1,0,2,0,6,0
89,23,0,0,0,0,0,0,31,75,0,0,0,0,0,0,0
89,25,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
89,26,0,0,0,0,0,0,18,27,0,1,0,0,0,0,0
89,31,0,0,0,0,0,0,31,7,12,0,0,0,0,0,0
89,32,0,0,0,0,0,0,8,19,6,11,2,0,0,3,0
89,49,0,0,0,0,0,0,9,6,2,0,0,1,0,0,0
89,50,0,0,0,0,0,0,27,20,0,0,0,4,0,0,0
89,53,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
89,56,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
89,57,0,0,0,0,0,0,7,3,0,1,0,0,0,0,0
89,64,0,0,0,0,0,0,7,13,7,2,1,2,0,0,0
89,72,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
89,84,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0
89,90,0,0,0,0,0,0,73,44,14,4,17,1,0,0,0
89,91,0,0,0,0,0,0,192,308,0,53,0,153,0,41,0
90,2,2,118,5,232,7,6,888,2614,168,49,327,448,138,223,0
90,3,0,0,0,0,0,0,374,263,89,53,36,6,3,0,0
90,4,0,0,0,0,0,0,4,4,0,0,0,2,0,0,0
90,6,0,0,0,0,0,0,805,658,69,52,51,67,16,19,0
90,8,0,0,0,0,0,0,147,2,14,0,0,0,0,0,0
90,10,0,0,0,0,0,0,10,8,0,2,0,0,1,0,0
90,11,0,0,0,0,0,0,10,8,3,9,0,0,0,0,0
90,13,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0
90,15,0,0,0,0,0,0,5,2,0,0,0,0,0,1,0
90,19,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0
90,20,0,0,0,0,0,0,718,510,94,85,186,172,91,96,0
90,21,0,0,0,0,0,0,791,791,86,140,59,67,23,19,0
90,23,0,0,0,0,0,0,6,7,0,17,0,0,0,0,0
90,25,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0
90,26,0,0,0,0,0,0,434,12,27,2,0,0,0,0,0
90,31,0,0,0,0,0,0,8,6,0,0,0,1,0,0,0
90,32,0,0,0,0,0,0,9,7,1,5,4,5,1,0,0
90,49,0,0,0,0,0,0,4,2,0,0,2,1,0,0,0
90,50,0,0,0,0,0,0,156,95,0,0,0,0,0,0,0
90,53,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0
90,56,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0
90,57,0,0,0,0,0,0,13,11,3,0,0,0,0,0,0
90,64,0,0,0,0,0,0,8,6,1,1,2,1,0,1,0
90,72,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0
90,78,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
90,79,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0
90,84,0,0,0,0,0,0,90,4,0,16,0,12,0,0,0
90,89,0,0,0,0,0,0,73,44,14,4,17,1,0,0,0
91,2,0,0,0,0,0,0,107,386,1,1,1,6,0,8,0
91,3,0,0,0,0,0,0,126,71,44,12,1,3,0,1,0
91,4,0,0,0,0,0,0,73,180,1,38,4,59,0,25,0
91,6,0,0,0,0,0,0,64,126,0,1,0,1,0,0,0
91,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
91,10,0,0,0,0,0,0,10,67,0,0,0,0,0,0,0
91,11,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
91,13,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
91,15,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
91,19,0,0,0,0,0,0,1,3,0,0,0,8,0,0,0
91,20,0,0,0,0,0,0,96,72,1,4,1,10,0,3,0
91,21,0,0,0,0,0,0,190,104,1,6,0,7,0,22,0
91,23,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0
91,25,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
91,26,0,0,0,0,0,0,10,186,0,0,0,0,0,0,0
91,31,0,0,0,0,0,0,1,4,1,0,1,0,0,0,0
91,32,0,0,0,0,0,0,20,31,0,2,0,5,0,2,0
91,49,0,0,0,0,0,0,711,982,11,31,47,18,27,25,0
91,50,0,0,0,0,0,0,31,8,0,0,0,0,0,0,0
91,53,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
91,56,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0
91,57,0,0,0,0,0,0,7,5,1,4,0,2,0,1,0
91,64,0,0,0,0,0,0,283,633,6,12,91,19,16,24,0
91,72,0,0,0,0,0,0,18,61,39,219,15,44,15,70,0
91,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,79,0,0,0,0,0,0,7,19,0,4,2,1,0,0,0
91,84,0,0,0,0,0,0,19,5,0,0,0,0,0,0,0
91,89,0,0,0,0,0,0,192,308,0,53,0,153,0,41,0
91,90,0,0,4,206,0,0,352,106,23,0,16,15,1,2,0
